dataset,breeds_name,testset,logit_threshold,frac_accepted,acc_true,acc_est_mm,acc_est_tdc,fdr_mixmax,fdr_tdc,fdr_true
breeds,entity13,corr_source_speckle_noise_sev2,9.018595,0.403846,0.715846,0.693138,0.713689,0.032103,0.029482,0.021627
breeds,entity13,corr_source_speckle_noise_sev2,9.131114,0.414000,0.709077,0.686373,0.706789,0.029768,0.027216,0.019150
breeds,entity13,corr_source_speckle_noise_sev2,9.251622,0.424154,0.700769,0.680091,0.699340,0.026931,0.025348,0.017895
breeds,entity13,corr_source_speckle_noise_sev2,9.374635,0.434154,0.691385,0.673627,0.690288,0.024282,0.024958,0.017440
breeds,entity13,corr_source_speckle_noise_sev2,9.470133,0.444308,0.683077,0.665110,0.681992,0.023253,0.023742,0.016307
breeds,entity13,corr_source_speckle_noise_sev2,9.570343,0.454462,0.673538,0.656567,0.674328,0.022209,0.021902,0.015949
breeds,entity13,corr_source_speckle_noise_sev2,9.707618,0.464462,0.664462,0.650311,0.666616,0.019129,0.020175,0.015341
breeds,entity13,corr_source_speckle_noise_sev2,9.804718,0.474615,0.655538,0.641422,0.657480,0.018295,0.019596,0.014590
breeds,entity13,corr_source_speckle_noise_sev2,9.891364,0.484769,0.646308,0.631923,0.648933,0.018020,0.018423,0.013963
breeds,entity13,corr_source_speckle_noise_sev2,9.989273,0.494769,0.637846,0.624063,0.641092,0.016258,0.016651,0.012750
breeds,entity13,corr_source_speckle_noise_sev2,10.103246,0.504923,0.628923,0.615237,0.631689,0.015251,0.016235,0.011725
breeds,entity13,corr_source_speckle_noise_sev2,10.185519,0.514923,0.619231,0.606204,0.622795,0.014568,0.015429,0.011588
breeds,entity13,corr_source_speckle_noise_sev2,10.286574,0.525077,0.609385,0.597245,0.614825,0.013622,0.013460,0.011564
breeds,entity13,corr_source_speckle_noise_sev2,10.390435,0.535231,0.599846,0.588811,0.605642,0.012069,0.012709,0.011210
breeds,entity13,corr_source_speckle_noise_sev2,10.501534,0.545231,0.591077,0.579749,0.597212,0.011303,0.011263,0.010074
breeds,entity13,corr_source_speckle_noise_sev2,10.600728,0.555385,0.581231,0.570414,0.587422,0.010641,0.011111,0.009881
breeds,entity13,corr_source_speckle_noise_sev2,10.734105,0.565538,0.572308,0.561057,0.577992,0.009972,0.010537,0.008840
breeds,entity13,corr_source_speckle_noise_sev2,10.839300,0.575538,0.562615,0.551719,0.568868,0.009428,0.009754,0.008667
breeds,entity13,corr_source_speckle_noise_sev2,10.947804,0.585692,0.553385,0.541922,0.558916,0.009228,0.009749,0.007772
breeds,entity13,corr_source_speckle_noise_sev2,11.036540,0.595846,0.543538,0.532492,0.550056,0.008565,0.008394,0.007547
breeds,entity13,corr_source_speckle_noise_sev2,11.136559,0.605846,0.533846,0.523429,0.540414,0.007594,0.008152,0.007282
breeds,entity13,corr_source_speckle_noise_sev2,11.230057,0.616000,0.524308,0.513843,0.530912,0.007055,0.007519,0.006701
breeds,entity13,corr_source_speckle_noise_sev2,11.308938,0.626154,0.514462,0.503869,0.521017,0.007006,0.007377,0.006457
breeds,entity13,corr_source_speckle_noise_sev2,11.409964,0.636154,0.504769,0.494435,0.511919,0.006421,0.006340,0.006318
breeds,entity13,corr_source_speckle_noise_sev2,11.538596,0.646308,0.495231,0.484933,0.502442,0.005683,0.005565,0.005655
breeds,entity13,corr_source_speckle_noise_sev2,11.631893,0.656462,0.485385,0.475142,0.492585,0.005323,0.005298,0.005282
breeds,entity13,corr_source_speckle_noise_sev2,11.751702,0.666462,0.475385,0.465397,0.482691,0.005100,0.005298,0.005282
breeds,entity13,corr_source_speckle_noise_sev2,11.856908,0.676615,0.465231,0.455409,0.472725,0.005004,0.005174,0.005282
breeds,entity13,corr_source_speckle_noise_sev2,11.965953,0.686615,0.455538,0.445853,0.463061,0.004456,0.004803,0.005261
breeds,entity13,corr_source_speckle_noise_sev2,12.062764,0.696769,0.445692,0.435789,0.453005,0.004456,0.004803,0.004936
breeds,entity13,corr_source_speckle_noise_sev2,12.178919,0.706923,0.435846,0.426151,0.443324,0.003730,0.004162,0.004571
breeds,entity13,corr_source_speckle_noise_sev2,12.317451,0.716923,0.426154,0.416226,0.433407,0.003730,0.004162,0.004301
breeds,entity13,corr_source_speckle_noise_sev2,12.436605,0.727077,0.416308,0.406240,0.423338,0.003562,0.004162,0.003906
breeds,entity13,corr_source_speckle_noise_sev2,12.520361,0.737231,0.406769,0.396317,0.413357,0.003261,0.003993,0.002884
breeds,entity13,corr_source_speckle_noise_sev2,12.616918,0.747231,0.396769,0.386520,0.403633,0.002987,0.003606,0.002884
breeds,entity13,corr_source_speckle_noise_sev2,12.714617,0.757385,0.386615,0.376427,0.393552,0.002987,0.003606,0.002884
breeds,entity13,corr_source_speckle_noise_sev2,12.841126,0.767538,0.376462,0.366430,0.383611,0.002780,0.003307,0.002884
breeds,entity13,corr_source_speckle_noise_sev2,12.937118,0.777538,0.367077,0.356486,0.373677,0.002780,0.003307,0.002058
breeds,entity13,corr_source_speckle_noise_sev2,13.050306,0.787692,0.356923,0.346388,0.363590,0.002780,0.003307,0.002058
breeds,entity13,corr_source_speckle_noise_sev2,13.173401,0.797846,0.346769,0.336378,0.353623,0.002565,0.003012,0.002058
breeds,entity13,corr_source_speckle_noise_sev2,13.293943,0.807846,0.336769,0.326429,0.343683,0.002565,0.003012,0.002058
breeds,entity13,corr_source_speckle_noise_sev2,13.405835,0.818000,0.326615,0.316488,0.333793,0.002123,0.002455,0.002058
breeds,entity13,corr_source_speckle_noise_sev2,13.522545,0.828154,0.316462,0.306377,0.323689,0.002123,0.002455,0.002058
breeds,entity13,corr_source_speckle_noise_sev2,13.629030,0.838154,0.306462,0.296585,0.313940,0.001612,0.001830,0.002058
breeds,entity13,corr_source_speckle_noise_sev2,13.765214,0.848308,0.296615,0.286464,0.303824,0.001612,0.001830,0.001931
breeds,entity13,corr_source_speckle_noise_sev2,13.908735,0.858308,0.286615,0.276677,0.294073,0.000975,0.001079,0.001931
breeds,entity13,corr_source_speckle_noise_sev2,14.028602,0.868462,0.276462,0.266543,0.283941,0.000975,0.001079,0.001931
breeds,entity13,corr_source_speckle_noise_sev2,14.169457,0.878615,0.266308,0.256409,0.273809,0.000975,0.001079,0.001931
breeds,entity13,corr_source_speckle_noise_sev2,14.297726,0.888615,0.256308,0.246428,0.263831,0.000975,0.001079,0.001931
breeds,entity13,corr_source_speckle_noise_sev2,14.493287,0.898769,0.246462,0.236294,0.253699,0.000975,0.001079,0.001473
breeds,entity13,corr_source_speckle_noise_sev2,14.703558,0.908923,0.236308,0.226338,0.243764,0.000000,0.000000,0.001473
breeds,entity13,corr_source_speckle_noise_sev2,14.892972,0.918923,0.226308,0.216338,0.233764,0.000000,0.000000,0.001473
breeds,entity13,corr_source_speckle_noise_sev2,15.127052,0.929077,0.216154,0.206184,0.223610,0.000000,0.000000,0.001473
breeds,entity13,corr_source_speckle_noise_sev2,15.431361,0.939231,0.206308,0.196030,0.213456,0.000000,0.000000,0.000000
breeds,entity13,corr_source_speckle_noise_sev2,15.694288,0.949231,0.196308,0.186030,0.203456,0.000000,0.000000,0.000000
breeds,entity13,corr_source_speckle_noise_sev2,16.094738,0.959385,0.186154,0.175876,0.193302,0.000000,0.000000,0.000000
breeds,entity13,corr_source_speckle_noise_sev2,16.597773,0.969538,0.176000,0.165722,0.183148,0.000000,0.000000,0.000000
breeds,entity13,corr_source_speckle_noise_sev2,17.172968,0.979538,0.166000,0.155722,0.173148,0.000000,0.000000,0.000000
breeds,entity13,corr_source_speckle_noise_sev2,18.246202,0.989692,0.155846,0.145569,0.162994,0.000000,0.000000,0.000000
breeds,entity13,corr_source_speckle_noise_sev2,22.857679,0.999846,0.145692,0.135415,0.152840,0.000000,0.000000,0.000000
breeds,entity13,corr_source_speckle_noise_sev3,1.007404,0.000000,0.713692,0.725415,0.709293,0.274585,0.290707,0.286308
breeds,entity13,corr_source_speckle_noise_sev3,2.564184,0.010000,0.718154,0.722380,0.714315,0.273841,0.286057,0.281876
breeds,entity13,corr_source_speckle_noise_sev3,2.845507,0.020154,0.721538,0.718296,0.719932,0.273581,0.280973,0.277909
breeds,entity13,corr_source_speckle_noise_sev3,3.115755,0.030154,0.725692,0.716749,0.725844,0.272044,0.275667,0.273477
breeds,entity13,corr_source_speckle_noise_sev3,3.349653,0.040308,0.730308,0.715536,0.728921,0.270264,0.271690,0.268676
breeds,entity13,corr_source_speckle_noise_sev3,3.532012,0.050462,0.735231,0.712994,0.733513,0.269146,0.266831,0.263567
breeds,entity13,corr_source_speckle_noise_sev3,3.687944,0.060462,0.736615,0.710789,0.733973,0.267863,0.264104,0.260357
breeds,entity13,corr_source_speckle_noise_sev3,3.850239,0.070615,0.741538,0.709224,0.738547,0.266168,0.259066,0.255002
breeds,entity13,corr_source_speckle_noise_sev3,3.960868,0.080769,0.745231,0.706110,0.740765,0.265279,0.255198,0.250377
breeds,entity13,corr_source_speckle_noise_sev3,4.050489,0.090769,0.748154,0.701416,0.742531,0.265279,0.251535,0.245982
breeds,entity13,corr_source_speckle_noise_sev3,4.176121,0.100923,0.751846,0.700868,0.745137,0.262933,0.247280,0.241020
breeds,entity13,corr_source_speckle_noise_sev3,4.282673,0.111077,0.754000,0.699342,0.745598,0.261083,0.244133,0.236933
breeds,entity13,corr_source_speckle_noise_sev3,4.370113,0.121077,0.755077,0.697759,0.747427,0.259265,0.240182,0.233327
breeds,entity13,corr_source_speckle_noise_sev3,4.461876,0.131231,0.756000,0.694364,0.752341,0.258406,0.234317,0.229679
breeds,entity13,corr_source_speckle_noise_sev3,4.573484,0.141385,0.756923,0.692856,0.755278,0.256427,0.229465,0.225945
breeds,entity13,corr_source_speckle_noise_sev3,4.648316,0.151385,0.757077,0.690382,0.755919,0.255014,0.225900,0.222544
breeds,entity13,corr_source_speckle_noise_sev3,4.747992,0.161538,0.758308,0.689790,0.758314,0.252401,0.221152,0.218532
breeds,entity13,corr_source_speckle_noise_sev3,4.855751,0.171538,0.759077,0.691734,0.760642,0.248239,0.216381,0.214670
breeds,entity13,corr_source_speckle_noise_sev3,4.934061,0.181692,0.762154,0.690229,0.759965,0.246034,0.213276,0.209211
breeds,entity13,corr_source_speckle_noise_sev3,5.034103,0.191846,0.762154,0.690012,0.760642,0.242978,0.209254,0.205440
breeds,entity13,corr_source_speckle_noise_sev3,5.119813,0.201846,0.762923,0.687107,0.764194,0.241577,0.203386,0.201270
breeds,entity13,corr_source_speckle_noise_sev3,5.203432,0.212000,0.764154,0.688175,0.764761,0.237570,0.199204,0.196760
breeds,entity13,corr_source_speckle_noise_sev3,5.296687,0.222154,0.767538,0.689207,0.763667,0.233481,0.195981,0.190665
breeds,entity13,corr_source_speckle_noise_sev3,5.384423,0.232154,0.768000,0.687899,0.761251,0.230861,0.193595,0.186223
breeds,entity13,corr_source_speckle_noise_sev3,5.478352,0.242308,0.770462,0.688126,0.764880,0.227105,0.187094,0.180471
breeds,entity13,corr_source_speckle_noise_sev3,5.570288,0.252462,0.769846,0.688166,0.766711,0.223371,0.181619,0.176580
breeds,entity13,corr_source_speckle_noise_sev3,5.653402,0.262462,0.768462,0.687095,0.765913,0.220347,0.177843,0.173133
breeds,entity13,corr_source_speckle_noise_sev3,5.727399,0.272615,0.768769,0.687809,0.766249,0.215952,0.173115,0.168359
breeds,entity13,corr_source_speckle_noise_sev3,5.815607,0.282769,0.765692,0.686768,0.764241,0.212657,0.169887,0.165631
breeds,entity13,corr_source_speckle_noise_sev3,5.901280,0.292769,0.763385,0.687375,0.763449,0.208164,0.165779,0.162715
breeds,entity13,corr_source_speckle_noise_sev3,5.990693,0.302923,0.762462,0.688998,0.759416,0.202749,0.163804,0.158429
breeds,entity13,corr_source_speckle_noise_sev3,6.091867,0.313077,0.760615,0.689254,0.761175,0.198169,0.157554,0.154517
breeds,entity13,corr_source_speckle_noise_sev3,6.162676,0.323077,0.759846,0.687344,0.757269,0.195121,0.155381,0.150193
breeds,entity13,corr_source_speckle_noise_sev3,6.240546,0.333231,0.756769,0.685322,0.754361,0.191994,0.152313,0.147208
breeds,entity13,corr_source_speckle_noise_sev3,6.327477,0.343231,0.753846,0.682635,0.752917,0.189351,0.148118,0.143893
breeds,entity13,corr_source_speckle_noise_sev3,6.432259,0.353385,0.753231,0.684464,0.750311,0.183058,0.144608,0.138882
breeds,entity13,corr_source_speckle_noise_sev3,6.541215,0.363538,0.750154,0.686305,0.749029,0.176555,0.139945,0.135606
breeds,entity13,corr_source_speckle_noise_sev3,6.620126,0.373538,0.748769,0.682897,0.747411,0.174112,0.135489,0.130830
breeds,entity13,corr_source_speckle_noise_sev3,6.691461,0.383692,0.745385,0.680194,0.745936,0.170936,0.130680,0.127527
breeds,entity13,corr_source_speckle_noise_sev3,6.777514,0.393846,0.741692,0.679524,0.743640,0.165976,0.126388,0.124365
breeds,entity13,corr_source_speckle_noise_sev3,6.881151,0.403846,0.738462,0.678401,0.741188,0.161315,0.122177,0.120712
breeds,entity13,corr_source_speckle_noise_sev3,6.982566,0.414000,0.735385,0.677784,0.740340,0.155974,0.116354,0.116829
breeds,entity13,corr_source_speckle_noise_sev3,7.071842,0.424154,0.729538,0.676926,0.736534,0.150652,0.112894,0.115148
breeds,entity13,corr_source_speckle_noise_sev3,7.170601,0.434154,0.726308,0.675808,0.733802,0.145466,0.108466,0.111202
breeds,entity13,corr_source_speckle_noise_sev3,7.261028,0.444308,0.725077,0.673420,0.728771,0.141137,0.105839,0.105176
breeds,entity13,corr_source_speckle_noise_sev3,7.373100,0.454462,0.721077,0.674846,0.725409,0.133151,0.101584,0.101437
breeds,entity13,corr_source_speckle_noise_sev3,7.484622,0.464462,0.716615,0.672700,0.719845,0.128304,0.099340,0.098219
breeds,entity13,corr_source_speckle_noise_sev3,7.595122,0.474615,0.712308,0.670905,0.714154,0.122829,0.097013,0.094583
breeds,entity13,corr_source_speckle_noise_sev3,7.691695,0.484769,0.707077,0.667799,0.710978,0.118410,0.092152,0.091669
breeds,entity13,corr_source_speckle_noise_sev3,7.780165,0.494769,0.702615,0.664918,0.706513,0.113709,0.088499,0.087976
breeds,entity13,corr_source_speckle_noise_sev3,7.868629,0.504923,0.697077,0.661006,0.699872,0.109737,0.086766,0.084988
breeds,entity13,corr_source_speckle_noise_sev3,7.965341,0.514923,0.692615,0.660584,0.697320,0.102126,0.080877,0.081193
breeds,entity13,corr_source_speckle_noise_sev3,8.053126,0.525077,0.686154,0.656169,0.693837,0.098267,0.075583,0.079016
breeds,entity13,corr_source_speckle_noise_sev3,8.125889,0.535231,0.681231,0.649894,0.687509,0.096241,0.073119,0.075116
breeds,entity13,corr_source_speckle_noise_sev3,8.258672,0.545231,0.676462,0.648960,0.681591,0.088390,0.070239,0.070874
breeds,entity13,corr_source_speckle_noise_sev3,8.385101,0.555385,0.670000,0.645634,0.675603,0.082730,0.067159,0.068488
breeds,entity13,corr_source_speckle_noise_sev3,8.474776,0.565538,0.662923,0.640940,0.669531,0.078380,0.064030,0.066361
breeds,entity13,corr_source_speckle_noise_sev3,8.578282,0.575538,0.656615,0.635897,0.662742,0.074387,0.061757,0.063699
breeds,entity13,corr_source_speckle_noise_sev3,8.677691,0.585692,0.650154,0.630825,0.654834,0.070078,0.060559,0.060741
breeds,entity13,corr_source_speckle_noise_sev3,8.775609,0.595846,0.643077,0.624819,0.647352,0.066707,0.058776,0.058466
breeds,entity13,corr_source_speckle_noise_sev3,8.870398,0.605846,0.636154,0.617704,0.641012,0.064740,0.055624,0.056140
breeds,entity13,corr_source_speckle_noise_sev3,8.968473,0.616000,0.628769,0.610400,0.634626,0.062741,0.052189,0.054000
breeds,entity13,corr_source_speckle_noise_sev3,9.114552,0.626154,0.621692,0.604742,0.628489,0.058431,0.048234,0.051041
breeds,entity13,corr_source_speckle_noise_sev3,9.236221,0.636154,0.616308,0.599090,0.622084,0.054063,0.044619,0.046433
breeds,entity13,corr_source_speckle_noise_sev3,9.348010,0.646308,0.609846,0.593144,0.614033,0.049667,0.042928,0.042609
breeds,entity13,corr_source_speckle_noise_sev3,9.455639,0.656462,0.602154,0.585818,0.606162,0.047018,0.040873,0.040161
breeds,entity13,corr_source_speckle_noise_sev3,9.565137,0.666462,0.593692,0.578817,0.599018,0.043933,0.037817,0.039109
breeds,entity13,corr_source_speckle_noise_sev3,9.731307,0.676615,0.587231,0.571786,0.591526,0.040483,0.034889,0.034729
breeds,entity13,corr_source_speckle_noise_sev3,9.851297,0.686615,0.579385,0.564858,0.584456,0.036873,0.031329,0.032258
breeds,entity13,corr_source_speckle_noise_sev3,9.964432,0.696769,0.570154,0.557639,0.576943,0.033269,0.028023,0.031547
breeds,entity13,corr_source_speckle_noise_sev3,10.065515,0.706923,0.561231,0.549179,0.568342,0.031531,0.026344,0.030697
breeds,entity13,corr_source_speckle_noise_sev3,10.155889,0.716923,0.553385,0.540583,0.559267,0.030166,0.025641,0.028184
breeds,entity13,corr_source_speckle_noise_sev3,10.313205,0.727077,0.546615,0.533332,0.551374,0.025971,0.022453,0.023073
breeds,entity13,corr_source_speckle_noise_sev3,10.451826,0.737231,0.537692,0.525081,0.542138,0.023353,0.021574,0.021462
breeds,entity13,corr_source_speckle_noise_sev3,10.586559,0.747231,0.528615,0.515548,0.532794,0.023353,0.021131,0.020594
breeds,entity13,corr_source_speckle_noise_sev3,10.714843,0.757385,0.519692,0.506472,0.523943,0.022109,0.019330,0.019011
breeds,entity13,corr_source_speckle_noise_sev3,10.853614,0.767538,0.510462,0.497756,0.515461,0.019982,0.016578,0.017682
breeds,entity13,corr_source_speckle_noise_sev3,10.986563,0.777538,0.501385,0.489905,0.506946,0.016050,0.013986,0.016360
breeds,entity13,corr_source_speckle_noise_sev3,11.145167,0.787692,0.492154,0.481239,0.497776,0.013315,0.012337,0.015130
breeds,entity13,corr_source_speckle_noise_sev3,11.307698,0.797846,0.482615,0.471658,0.488069,0.012565,0.011852,0.014105
breeds,entity13,corr_source_speckle_noise_sev3,11.434996,0.807846,0.473538,0.461910,0.478306,0.012565,0.011852,0.012719
breeds,entity13,corr_source_speckle_noise_sev3,11.589778,0.818000,0.463692,0.452133,0.468485,0.012229,0.011599,0.012356
breeds,entity13,corr_source_speckle_noise_sev3,11.743777,0.828154,0.454769,0.443024,0.459138,0.009914,0.009937,0.009804
breeds,entity13,corr_source_speckle_noise_sev3,11.883734,0.838154,0.444769,0.434011,0.450099,0.007476,0.007583,0.009804
breeds,entity13,corr_source_speckle_noise_sev3,12.061098,0.848308,0.435846,0.424406,0.440588,0.006169,0.005970,0.006938
breeds,entity13,corr_source_speckle_noise_sev3,12.243736,0.858308,0.426154,0.414665,0.430890,0.005690,0.005325,0.006445
breeds,entity13,corr_source_speckle_noise_sev3,12.389402,0.868462,0.416615,0.404777,0.421043,0.005116,0.004571,0.004566
breeds,entity13,corr_source_speckle_noise_sev3,12.597908,0.878615,0.406769,0.394929,0.411226,0.004287,0.003567,0.003736
breeds,entity13,corr_source_speckle_noise_sev3,12.809370,0.888615,0.397077,0.385428,0.401504,0.002429,0.002639,0.002628
breeds,entity13,corr_source_speckle_noise_sev3,12.994499,0.898769,0.386923,0.375545,0.391653,0.001337,0.001406,0.002628
breeds,entity13,corr_source_speckle_noise_sev3,13.209838,0.908923,0.377077,0.365418,0.381528,0.001337,0.001406,0.001558
breeds,entity13,corr_source_speckle_noise_sev3,13.406112,0.918923,0.367077,0.355445,0.371556,0.001337,0.001406,0.001558
breeds,entity13,corr_source_speckle_noise_sev3,13.615940,0.929077,0.356923,0.345318,0.361430,0.001337,0.001406,0.001558
breeds,entity13,corr_source_speckle_noise_sev3,13.895844,0.939231,0.346769,0.335192,0.351305,0.001337,0.001406,0.001558
breeds,entity13,corr_source_speckle_noise_sev3,14.286092,0.949231,0.337077,0.325218,0.341333,0.001337,0.001406,0.000000
breeds,entity13,corr_source_speckle_noise_sev3,14.665478,0.959385,0.326923,0.315200,0.331322,0.000000,0.000000,0.000000
breeds,entity13,corr_source_speckle_noise_sev3,15.110883,0.969538,0.316769,0.305046,0.321168,0.000000,0.000000,0.000000
breeds,entity13,corr_source_speckle_noise_sev3,15.611477,0.979538,0.306769,0.295046,0.311168,0.000000,0.000000,0.000000
breeds,entity13,corr_source_speckle_noise_sev3,16.662622,0.989692,0.296615,0.284893,0.301015,0.000000,0.000000,0.000000
breeds,entity13,corr_source_speckle_noise_sev3,20.205362,0.999846,0.286462,0.274739,0.290861,0.000000,0.000000,0.000000
breeds,entity13,corr_source_speckle_noise_sev4,1.510337,0.000000,0.615231,0.625663,0.612889,0.374337,0.387111,0.384769
breeds,entity13,corr_source_speckle_noise_sev4,2.442568,0.010000,0.620000,0.624200,0.619039,0.373807,0.382865,0.381197
breeds,entity13,corr_source_speckle_noise_sev4,2.729391,0.020154,0.625846,0.621749,0.625658,0.373750,0.378273,0.376982
breeds,entity13,corr_source_speckle_noise_sev4,2.923628,0.030154,0.632769,0.619224,0.631052,0.373750,0.374237,0.372145
breeds,entity13,corr_source_speckle_noise_sev4,3.095118,0.040308,0.638308,0.617899,0.634780,0.373104,0.370964,0.367847
breeds,entity13,corr_source_speckle_noise_sev4,3.253137,0.050462,0.641692,0.618978,0.637940,0.371179,0.367920,0.364593
breeds,entity13,corr_source_speckle_noise_sev4,3.368638,0.060462,0.646769,0.617209,0.645939,0.370750,0.362257,0.360570
breeds,entity13,corr_source_speckle_noise_sev4,3.483647,0.070615,0.652615,0.615612,0.648827,0.370197,0.359199,0.355901
breeds,entity13,corr_source_speckle_noise_sev4,3.576967,0.080769,0.656000,0.613645,0.651804,0.369832,0.356025,0.352469
breeds,entity13,corr_source_speckle_noise_sev4,3.692569,0.090769,0.660769,0.611935,0.655681,0.369341,0.352309,0.348223
breeds,entity13,corr_source_speckle_noise_sev4,3.802735,0.100923,0.664154,0.612843,0.658307,0.367361,0.349181,0.344627
breeds,entity13,corr_source_speckle_noise_sev4,3.897127,0.111077,0.668462,0.613512,0.659399,0.365469,0.346844,0.340429
breeds,entity13,corr_source_speckle_noise_sev4,3.981252,0.121077,0.672615,0.612732,0.663591,0.364382,0.342716,0.336251
breeds,entity13,corr_source_speckle_noise_sev4,4.081440,0.131231,0.677538,0.614594,0.670128,0.361726,0.337116,0.331503
breeds,entity13,corr_source_speckle_noise_sev4,4.164872,0.141385,0.680000,0.613350,0.674818,0.360815,0.332458,0.328019
breeds,entity13,corr_source_speckle_noise_sev4,4.252472,0.151385,0.685692,0.613743,0.679645,0.358943,0.327640,0.322698
breeds,entity13,corr_source_speckle_noise_sev4,4.330528,0.161538,0.689385,0.612829,0.685849,0.357780,0.321853,0.318349
breeds,entity13,corr_source_speckle_noise_sev4,4.421086,0.171538,0.692615,0.614502,0.689198,0.355054,0.317682,0.314206
breeds,entity13,corr_source_speckle_noise_sev4,4.494470,0.181692,0.696615,0.612359,0.694203,0.354564,0.312361,0.309457
breeds,entity13,corr_source_speckle_noise_sev4,4.569676,0.191846,0.699692,0.612426,0.696484,0.352696,0.308593,0.305101
breeds,entity13,corr_source_speckle_noise_sev4,4.647942,0.201846,0.702923,0.612877,0.699711,0.350568,0.304173,0.300694
breeds,entity13,corr_source_speckle_noise_sev4,4.719347,0.212000,0.705077,0.612504,0.703190,0.348879,0.299442,0.296759
breeds,entity13,corr_source_speckle_noise_sev4,4.797730,0.222154,0.708154,0.613761,0.708079,0.346098,0.293681,0.292013
breeds,entity13,corr_source_speckle_noise_sev4,4.876548,0.232154,0.709231,0.617051,0.708585,0.341951,0.290665,0.288604
breeds,entity13,corr_source_speckle_noise_sev4,4.963907,0.242308,0.711077,0.618826,0.711553,0.338662,0.285901,0.284670
breeds,entity13,corr_source_speckle_noise_sev4,5.043018,0.252462,0.712000,0.620633,0.712667,0.335262,0.282247,0.281012
breeds,entity13,corr_source_speckle_noise_sev4,5.106730,0.262462,0.713077,0.619209,0.710966,0.333994,0.280449,0.277314
breeds,entity13,corr_source_speckle_noise_sev4,5.164269,0.272615,0.714923,0.618284,0.713315,0.332313,0.275769,0.272977
breeds,entity13,corr_source_speckle_noise_sev4,5.241324,0.282769,0.716462,0.621239,0.716943,0.327878,0.270065,0.268711
breeds,entity13,corr_source_speckle_noise_sev4,5.308573,0.292769,0.718154,0.623894,0.722074,0.323568,0.263187,0.264303
breeds,entity13,corr_source_speckle_noise_sev4,5.380744,0.302923,0.719692,0.622338,0.722180,0.322114,0.259661,0.259766
breeds,entity13,corr_source_speckle_noise_sev4,5.454117,0.313077,0.721846,0.622910,0.725267,0.319068,0.253861,0.254647
breeds,entity13,corr_source_speckle_noise_sev4,5.511220,0.323077,0.722308,0.621555,0.731322,0.317396,0.245753,0.250625
breeds,entity13,corr_source_speckle_noise_sev4,5.573494,0.333231,0.722615,0.620218,0.731532,0.315618,0.241724,0.246654
breeds,entity13,corr_source_speckle_noise_sev4,5.647468,0.343231,0.724000,0.623253,0.730824,0.310500,0.238330,0.241743
breeds,entity13,corr_source_speckle_noise_sev4,5.739896,0.353385,0.723077,0.626647,0.732023,0.304900,0.233294,0.238401
breeds,entity13,corr_source_speckle_noise_sev4,5.819810,0.363538,0.722462,0.632098,0.736721,0.297505,0.225348,0.234556
breeds,entity13,corr_source_speckle_noise_sev4,5.872900,0.373538,0.721692,0.630841,0.735479,0.295275,0.221956,0.231090
breeds,entity13,corr_source_speckle_noise_sev4,5.968262,0.383692,0.721692,0.638753,0.735784,0.285484,0.217127,0.226660
breeds,entity13,corr_source_speckle_noise_sev4,6.045112,0.393846,0.720154,0.640925,0.734231,0.280099,0.213670,0.223237
breeds,entity13,corr_source_speckle_noise_sev4,6.117995,0.403846,0.719385,0.640797,0.732526,0.276517,0.210296,0.219355
breeds,entity13,corr_source_speckle_noise_sev4,6.181957,0.414000,0.717231,0.639912,0.726991,0.273400,0.210000,0.215990
breeds,entity13,corr_source_speckle_noise_sev4,6.264400,0.424154,0.716308,0.643204,0.723176,0.266547,0.208199,0.212073
breeds,entity13,corr_source_speckle_noise_sev4,6.355145,0.434154,0.716154,0.648119,0.723064,0.258077,0.203140,0.207122
breeds,entity13,corr_source_speckle_noise_sev4,6.443649,0.444308,0.715538,0.648116,0.724278,0.253660,0.196624,0.202325
breeds,entity13,corr_source_speckle_noise_sev4,6.512478,0.454462,0.713385,0.647659,0.724616,0.249493,0.190668,0.198816
breeds,entity13,corr_source_speckle_noise_sev4,6.577357,0.464462,0.712615,0.645394,0.722209,0.246930,0.187138,0.193743
breeds,entity13,corr_source_speckle_noise_sev4,6.662514,0.474615,0.710769,0.646574,0.717800,0.240917,0.185288,0.189544
breeds,entity13,corr_source_speckle_noise_sev4,6.731744,0.484769,0.710462,0.643427,0.716568,0.238865,0.180282,0.183936
breeds,entity13,corr_source_speckle_noise_sev4,6.817358,0.494769,0.707538,0.645355,0.711358,0.231788,0.179110,0.180572
breeds,entity13,corr_source_speckle_noise_sev4,6.897163,0.504923,0.706000,0.648001,0.710002,0.223615,0.173897,0.175411
breeds,entity13,corr_source_speckle_noise_sev4,6.995572,0.514923,0.704000,0.648036,0.710794,0.217881,0.166359,0.170948
breeds,entity13,corr_source_speckle_noise_sev4,7.073520,0.525077,0.701538,0.647240,0.707066,0.212687,0.163150,0.166397
breeds,entity13,corr_source_speckle_noise_sev4,7.147086,0.535231,0.700000,0.645714,0.706384,0.208052,0.156525,0.160874
breeds,entity13,corr_source_speckle_noise_sev4,7.222771,0.545231,0.697077,0.643242,0.706138,0.204351,0.149242,0.156525
breeds,entity13,corr_source_speckle_noise_sev4,7.315371,0.555385,0.693692,0.643820,0.704793,0.196949,0.142744,0.152542
breeds,entity13,corr_source_speckle_noise_sev4,7.425013,0.565538,0.689692,0.645380,0.702240,0.188071,0.137334,0.148921
